Algorithm,Pattern,Cache Size,Bytes Sent,Total Bytes,Compression Ratio,Hits,Misses,Image
Intel_11gen,skew,8,6254784,6400000,1.023216788941073,82,49918,7.1.05
Intel_11gen,strided,64,3534976,6393856,1.8087409928667129,21631,28321,7.1.05
Intel_8gen,skew,128,6111616,6400000,1.047186210651978,1149,48851,7.1.05
Intel_11gen,random,64,6212800,6400000,1.030131341746073,207,49793,7.1.05
Intel_8gen,blurred,256,3414272,6400000,1.8744845167578916,23249,26751,7.1.05
Intel_11gen,strided,128,2028928,6393856,3.1513469181755096,33696,16256,7.1.05
Intel_11gen,skew,16,6238144,6400000,1.0259461788634567,161,49839,7.1.05
Intel_11gen,blurred,32,5965504,6400000,1.072834751263263,3317,46683,7.1.05
Intel_11gen,skew,32,6225472,6400000,1.0280345008378482,240,49760,7.1.05
Intel_11gen,blurred,64,5574080,6400000,1.148171536827602,6364,43636,7.1.05
Uncompressed,skew,256,6109056,6400000,1.0476250340478137,2273,47727,7.1.05
Uncompressed,random,256,6294144,6400000,1.0168181725743803,827,49173,7.1.05
Intel_11gen,strided,256,2028928,6393856,3.1513469181755096,33696,16256,7.1.05
Intel_11gen,random,128,6188480,6400000,1.0341796370029477,404,49596,7.1.05
Intel_11gen,blurred,128,4795712,6400000,1.3345255094551132,12461,37539,7.1.05
Intel_11gen,skew,64,6196544,6400000,1.0328337860588097,534,49466,7.1.05
Intel_8gen,random,256,6131840,6400000,1.0437323870159692,854,49146,7.1.05
Intel_8gen,skew,256,5990656,6400000,1.0683304132302038,2117,47883,7.1.05
Intel_11gen,skew,128,6113408,6400000,1.046879252946965,1191,48809,7.1.05
Intel_11gen,blurred,256,3408512,6400000,1.8776521837094895,23293,26707,7.1.05
Intel_11gen,random,256,6150848,6400000,1.0405069349787217,746,49254,7.1.05
Intel_11gen,skew,256,5987776,6400000,1.0688442587030644,2201,47799,7.1.05
Mali,periodic,1,178631,851968,4.769429718245993,4523,8789,7.1.05
Mali,periodic,8,178631,851968,4.769429718245993,4523,8789,7.1.05
Mali,periodic,4,178631,851968,4.769429718245993,4523,8789,7.1.05
Mali,periodic,16,178631,851968,4.769429718245993,4523,8789,7.1.05
Mali,periodic,32,178631,851968,4.769429718245993,4523,8789,7.1.05
Mali,periodic,64,178631,851968,4.769429718245993,4523,8789,7.1.05
Mali,periodic,128,178631,851968,4.769429718245993,4523,8789,7.1.05
Mali,periodic,256,178631,851968,4.769429718245993,4523,8789,7.1.05
Mali,periodic,0,270642,851968,3.147951906947185,0,13312,7.1.05
Mali,strided,128,330626,3196928,9.66931820244022,33696,16256,7.1.05
Mali,strided,256,330626,3196928,9.66931820244022,33696,16256,7.1.05
Mali,strided,1,575933,3196928,5.55086789609208,21631,28321,7.1.05
Mali,strided,16,575933,3196928,5.55086789609208,21631,28321,7.1.05
Mali,strided,4,575933,3196928,5.55086789609208,21631,28321,7.1.05
Mali,strided,8,575933,3196928,5.55086789609208,21631,28321,7.1.05
Mali,strided,32,575933,3196928,5.55086789609208,21631,28321,7.1.05
Mali,strided,64,575933,3196928,5.55086789609208,21631,28321,7.1.05
Mali,blurred,256,548363,3200000,5.835550538603079,23221,26779,7.1.05
Mali,blurred,128,772449,3200000,4.142668318555659,12283,37717,7.1.05
Mali,blurred,64,895267,3200000,3.574352679144881,6303,43697,7.1.05
Mali,blurred,32,959828,3200000,3.333930662577045,3168,46832,7.1.05
Mali,random,0,1016698,3200000,3.14744398041503,0,50000,7.1.05
Mali,random,4,1016758,3200000,3.1472582463083643,12,49988,7.1.05
Mali,strided,0,1015822,3196928,3.14713404513783,0,49952,7.1.05
Mali,random,8,1016635,3200000,3.1476390248220847,26,49974,7.1.05
Mali,random,1,1017719,3200000,3.1442863894650683,1,49999,7.1.05
Mali,blurred,16,990852,3200000,3.2295438672980423,1640,48360,7.1.05
Mali,blurred,0,1024727,3200000,3.1227829460919834,0,50000,7.1.05
Mali,random,32,1014625,3200000,3.1538745842059877,103,49897,7.1.05
Mali,random,16,1015480,3200000,3.1512191279001063,48,49952,7.1.05
Mali,skew,0,1020287,3200000,3.136372412860303,0,50000,7.1.05
Mali,blurred,8,1006918,3200000,3.1780144957186187,862,49138,7.1.05
Mali,blurred,4,1016817,3200000,3.147075629144674,379,49621,7.1.05
Mali,blurred,1,1023095,3200000,3.1277642838641575,86,49914,7.1.05
Mali,skew,4,1020324,3200000,3.136258678615812,32,49968,7.1.05
Mali,skew,16,1017954,3200000,3.1435605145222674,136,49864,7.1.05
Mali,random,64,1011479,3200000,3.163684070554109,219,49781,7.1.05
Mali,skew,32,1014658,3200000,3.153772009879191,294,49706,7.1.05
Mali,skew,1,1020017,3200000,3.1372026152505303,8,49992,7.1.05
Mali,skew,8,1019139,3200000,3.1399053514780615,72,49928,7.1.05
Mali,skew,64,1007982,3200000,3.174659864957906,604,49396,7.1.05
Mali,random,128,1008682,3200000,3.172456730664372,398,49602,7.1.05
Mali,skew,128,996524,3200000,3.2111619991089024,1150,48850,7.1.05
Mali,skew,256,975063,3200000,3.281839224747529,2184,47816,7.1.05
Mali,random,256,1001625,3200000,3.194808436291027,745,49255,7.1.05
Uncompressed,periodic,0,1703936,1703936,1.0,0,13312,7.1.10
Uncompressed,periodic,1,1124992,1703936,1.5146205484127888,4523,8789,7.1.10
Uncompressed,periodic,4,1124992,1703936,1.5146205484127888,4523,8789,7.1.10
Uncompressed,periodic,8,1124992,1703936,1.5146205484127888,4523,8789,7.1.10
Uncompressed,periodic,16,1124992,1703936,1.5146205484127888,4523,8789,7.1.10
Uncompressed,strided,0,6393856,6393856,1.0,0,49952,7.1.10
Uncompressed,periodic,32,1124992,1703936,1.5146205484127888,4523,8789,7.1.10
Uncompressed,random,0,6400000,6400000,1.0,0,50000,7.1.10
Uncompressed,strided,1,3625088,6393856,1.763779527559055,21631,28321,7.1.10
Uncompressed,periodic,64,1124992,1703936,1.5146205484127888,4523,8789,7.1.10
Uncompressed,blurred,0,6400000,6400000,1.0,0,50000,7.1.10
Uncompressed,strided,4,3625088,6393856,1.763779527559055,21631,28321,7.1.10
Uncompressed,skew,0,6400000,6400000,1.0,0,50000,7.1.10
Uncompressed,strided,8,3625088,6393856,1.763779527559055,21631,28321,7.1.10
Uncompressed,random,1,6399616,6400000,1.000060003600216,3,49997,7.1.10
Uncompressed,random,4,6398464,6400000,1.0002400576138273,12,49988,7.1.10
Uncompressed,skew,1,6398720,6400000,1.0002000400080016,10,49990,7.1.10
Uncompressed,strided,16,3625088,6393856,1.763779527559055,21631,28321,7.1.10
Uncompressed,blurred,1,6384512,6400000,1.0024258706068687,121,49879,7.1.10
Uncompressed,periodic,128,1124992,1703936,1.5146205484127888,4523,8789,7.1.10
Uncompressed,random,8,6396800,6400000,1.0005002501250626,25,49975,7.1.10
Uncompressed,blurred,4,6348032,6400000,1.0081864741702626,406,49594,7.1.10
Uncompressed,skew,4,6394624,6400000,1.0008407061932023,42,49958,7.1.10
Uncompressed,strided,32,3625088,6393856,1.763779527559055,21631,28321,7.1.10
Uncompressed,blurred,8,6300160,6400000,1.0158472165786263,780,49220,7.1.10
Uncompressed,skew,8,6392960,6400000,1.0011012113324658,55,49945,7.1.10
Uncompressed,random,16,6394240,6400000,1.0009008107296566,45,49955,7.1.10
Uncompressed,blurred,16,6190464,6400000,1.0338481897318197,1637,48363,7.1.10
Uncompressed,skew,16,6380672,6400000,1.0030291480270417,151,49849,7.1.10
Uncompressed,periodic,256,1124992,1703936,1.5146205484127888,4523,8789,7.1.10
Uncompressed,random,32,6388480,6400000,1.0018032458425166,90,49910,7.1.10
Uncompressed,strided,64,3625088,6393856,1.763779527559055,21631,28321,7.1.10
Uncompressed,blurred,32,5975552,6400000,1.0710307600034272,3316,46684,7.1.10
Uncompressed,strided,128,2080768,6393856,3.072834645669291,33696,16256,7.1.10
Uncompressed,skew,32,6361600,6400000,1.0060362173038229,300,49700,7.1.10
Intel_8gen,periodic,0,1666368,1703936,1.0225448400353343,0,13312,7.1.10
Intel_8gen,periodic,1,1100480,1703936,1.5483570805466706,4523,8789,7.1.10
Intel_8gen,periodic,4,1100480,1703936,1.5483570805466706,4523,8789,7.1.10
Intel_8gen,periodic,8,1100480,1703936,1.5483570805466706,4523,8789,7.1.10
Intel_8gen,periodic,16,1100480,1703936,1.5483570805466706,4523,8789,7.1.10
Intel_8gen,random,0,6267264,6400000,1.0211792578069154,0,50000,7.1.10
Intel_8gen,strided,0,6253376,6393856,1.022464665486291,0,49952,7.1.10
Uncompressed,random,64,6376064,6400000,1.0037540401100111,187,49813,7.1.10
Uncompressed,blurred,64,5586944,6400000,1.1455278592375366,6352,43648,7.1.10
Intel_8gen,periodic,32,1100480,1703936,1.5483570805466706,4523,8789,7.1.10
Intel_8gen,strided,1,3545792,6393856,1.8032236521488003,21631,28321,7.1.10
Intel_8gen,skew,0,6281600,6400000,1.0188487009679064,0,50000,7.1.10
Intel_8gen,blurred,0,6116608,6400000,1.0463315615452224,0,50000,7.1.10
Intel_8gen,periodic,64,1100480,1703936,1.5483570805466706,4523,8789,7.1.10
Intel_8gen,strided,4,3545792,6393856,1.8032236521488003,21631,28321,7.1.10
Intel_8gen,random,1,6263040,6400000,1.0218679746576742,2,49998,7.1.10
Uncompressed,skew,64,6323200,6400000,1.0121457489878545,600,49400,7.1.10
Intel_8gen,strided,8,3545792,6393856,1.8032236521488003,21631,28321,7.1.10
Intel_8gen,random,4,6259200,6400000,1.0224948875255624,11,49989,7.1.10
Intel_8gen,skew,1,6276096,6400000,1.019742209169522,7,49993,7.1.10
Intel_8gen,strided,16,3545792,6393856,1.8032236521488003,21631,28321,7.1.10
Intel_8gen,random,8,6253824,6400000,1.0233738589381474,28,49972,7.1.10
Intel_8gen,blurred,1,6107712,6400000,1.047855563589115,99,49901,7.1.10
Intel_8gen,blurred,4,6070912,6400000,1.0542073414999262,417,49583,7.1.10
Intel_8gen,periodic,128,1100480,1703936,1.5483570805466706,4523,8789,7.1.10
Intel_8gen,skew,4,6275328,6400000,1.0198670093419815,43,49957,7.1.10
Uncompressed,strided,256,2080768,6393856,3.072834645669291,33696,16256,7.1.10
Intel_8gen,blurred,8,6024832,6400000,1.062270284051074,786,49214,7.1.10
Intel_8gen,strided,32,3545792,6393856,1.8032236521488003,21631,28321,7.1.10
Intel_8gen,skew,8,6268480,6400000,1.0209811628975445,70,49930,7.1.10
Intel_8gen,random,16,6256448,6400000,1.0229446484650715,60,49940,7.1.10
Intel_8gen,blurred,16,5917696,6400000,1.0815019899636615,1654,48346,7.1.10
Intel_8gen,skew,16,6259776,6400000,1.0224008015622283,155,49845,7.1.10
Uncompressed,blurred,128,4796800,6400000,1.33422281521014,12525,37475,7.1.10
Intel_8gen,periodic,256,1100480,1703936,1.5483570805466706,4523,8789,7.1.10
Intel_8gen,random,32,6253888,6400000,1.023363386104772,95,49905,7.1.10
Intel_8gen,strided,64,3545792,6393856,1.8032236521488003,21631,28321,7.1.10
Intel_8gen,blurred,32,5727744,6400000,1.1173683740055422,3229,46771,7.1.10
Intel_8gen,strided,128,2035648,6393856,3.1409438173986857,33696,16256,7.1.10
Intel_8gen,skew,32,6240576,6400000,1.0255463598231958,286,49714,7.1.10
Intel_11gen,random,0,6261824,6400000,1.0220664138755735,0,50000,7.1.10
Uncompressed,random,128,6347392,6400000,1.008288128415576,411,49589,7.1.10
Intel_11gen,random,1,6258624,6400000,1.022588990806925,3,49997,7.1.10
Uncompressed,skew,128,6246272,6400000,1.0246111600647554,1201,48799,7.1.10
Intel_8gen,blurred,64,5346624,6400000,1.1970170335523875,6320,43680,7.1.10
Intel_8gen,random,64,6234496,6400000,1.0265464922906358,186,49814,7.1.10
Intel_11gen,random,4,6261760,6400000,1.0220768601798855,14,49986,7.1.10
Intel_8gen,skew,64,6212224,6400000,1.030226855953681,552,49448,7.1.10
Uncompressed,blurred,256,3435392,6400000,1.8629606170125563,23161,26839,7.1.10
Intel_11gen,periodic,0,1666304,1703936,1.0225841143032723,0,13312,7.1.10
Intel_11gen,random,8,6260032,6400000,1.0223589911361477,18,49982,7.1.10
Intel_11gen,periodic,1,1100416,1703936,1.5484471327207163,4523,8789,7.1.10
Intel_11gen,periodic,4,1100416,1703936,1.5484471327207163,4523,8789,7.1.10
Intel_11gen,periodic,8,1100416,1703936,1.5484471327207163,4523,8789,7.1.10
Intel_8gen,strided,256,2035648,6393856,3.1409438173986857,33696,16256,7.1.10
Intel_11gen,periodic,16,1100416,1703936,1.5484471327207163,4523,8789,7.1.10
Intel_11gen,random,16,6251968,6400000,1.0236776643770409,65,49935,7.1.10
Intel_11gen,strided,0,6252864,6393856,1.0225483874269454,0,49952,7.1.10
Intel_11gen,periodic,32,1100416,1703936,1.5484471327207163,4523,8789,7.1.10
Intel_11gen,periodic,64,1100416,1703936,1.5484471327207163,4523,8789,7.1.10
Intel_11gen,strided,4,3545536,6393856,1.803353851152548,21631,28321,7.1.10
Intel_11gen,strided,1,3545536,6393856,1.803353851152548,21631,28321,7.1.10
Intel_8gen,blurred,128,4615296,6400000,1.3866932911778571,12402,37598,7.1.10
Intel_11gen,blurred,0,6118464,6400000,1.0460141630317674,0,50000,7.1.10
Intel_11gen,random,32,6249984,6400000,1.0240026214467108,107,49893,7.1.10
Intel_11gen,periodic,128,1100416,1703936,1.5484471327207163,4523,8789,7.1.10
Intel_11gen,strided,8,3545536,6393856,1.803353851152548,21631,28321,7.1.10
Intel_11gen,strided,16,3545536,6393856,1.803353851152548,21631,28321,7.1.10
Intel_11gen,skew,0,6276480,6400000,1.0196798205363515,0,50000,7.1.10
Intel_11gen,blurred,1,6104320,6400000,1.0484378276368211,105,49895,7.1.10
Intel_11gen,strided,32,3545536,6393856,1.803353851152548,21631,28321,7.1.10
Intel_11gen,blurred,4,6064256,6400000,1.0553644173333052,401,49599,7.1.10
Intel_11gen,skew,1,6276352,6400000,1.019700615899172,11,49989,7.1.10
Intel_11gen,blurred,8,6022080,6400000,1.0627557255964717,804,49196,7.1.10
Intel_11gen,skew,4,6276352,6400000,1.019700615899172,33,49967,7.1.10
Intel_8gen,random,128,6210816,6400000,1.030460409711059,404,49596,7.1.10
Intel_11gen,periodic,256,1100416,1703936,1.5484471327207163,4523,8789,7.1.10
Intel_11gen,skew,8,6272576,6400000,1.0203144609168546,69,49931,7.1.10
Intel_11gen,blurred,16,5925952,6400000,1.0799952480209087,1605,48395,7.1.10
Intel_11gen,strided,64,3545536,6393856,1.803353851152548,21631,28321,7.1.10
Intel_8gen,skew,128,6137984,6400000,1.0426876316393134,1122,48878,7.1.10
Intel_11gen,random,64,6238656,6400000,1.0258619805291396,204,49796,7.1.10
Intel_11gen,strided,128,2035520,6393856,3.141141329979563,33696,16256,7.1.10
Intel_11gen,skew,16,6262208,6400000,1.0220037405336904,144,49856,7.1.10
Intel_8gen,blurred,256,3295936,6400000,1.941785277384027,23272,26728,7.1.10
Intel_11gen,blurred,32,5730880,6400000,1.1167569378524764,3212,46788,7.1.10
Intel_11gen,skew,32,6242816,6400000,1.0251783810383006,272,49728,7.1.10
Intel_11gen,blurred,64,5326144,6400000,1.201619783468115,6518,43482,7.1.10
Uncompressed,random,256,6298368,6400000,1.016136243547535,794,49206,7.1.10
Uncompressed,skew,256,6103808,6400000,1.0485257727634945,2314,47686,7.1.10
Intel_11gen,strided,256,2035520,6393856,3.141141329979563,33696,16256,7.1.10
Intel_11gen,skew,64,6205056,6400000,1.0314169606205004,623,49377,7.1.10
Intel_11gen,random,128,6215552,6400000,1.0296752404291687,402,49598,7.1.10
Intel_11gen,blurred,128,4592640,6400000,1.3935340022296543,12599,37401,7.1.10
Intel_8gen,random,256,6161088,6400000,1.0387775665596726,790,49210,7.1.10
Intel_11gen,blurred,256,3292544,6400000,1.943785717062551,23266,26734,7.1.10
Intel_8gen,skew,256,5994752,6400000,1.0676004612033991,2275,47725,7.1.10
Intel_11gen,skew,128,6133120,6400000,1.0435145570280706,1132,48868,7.1.10
Intel_11gen,random,256,6169536,6400000,1.0373551592858847,764,49236,7.1.10
Intel_11gen,skew,256,5990720,6400000,1.068319000053416,2263,47737,7.1.10
Mali,periodic,1,169329,851968,5.031435843830649,4523,8789,7.1.10
Mali,periodic,4,169329,851968,5.031435843830649,4523,8789,7.1.10
Mali,periodic,8,169329,851968,5.031435843830649,4523,8789,7.1.10
Mali,periodic,16,169329,851968,5.031435843830649,4523,8789,7.1.10
Mali,periodic,32,169329,851968,5.031435843830649,4523,8789,7.1.10
Mali,periodic,64,169329,851968,5.031435843830649,4523,8789,7.1.10
Mali,periodic,128,169329,851968,5.031435843830649,4523,8789,7.1.10
Mali,periodic,256,169329,851968,5.031435843830649,4523,8789,7.1.10
Mali,periodic,0,256600,851968,3.3202182385035073,0,13312,7.1.10
Mali,strided,128,313181,3196928,10.207924490949324,33696,16256,7.1.10
Mali,strided,256,313181,3196928,10.207924490949324,33696,16256,7.1.10
Mali,strided,1,545645,3196928,5.858988903041355,21631,28321,7.1.10
Mali,strided,8,545645,3196928,5.858988903041355,21631,28321,7.1.10
Mali,strided,4,545645,3196928,5.858988903041355,21631,28321,7.1.10
Mali,strided,16,545645,3196928,5.858988903041355,21631,28321,7.1.10
Mali,strided,32,545645,3196928,5.858988903041355,21631,28321,7.1.10
Mali,strided,64,545645,3196928,5.858988903041355,21631,28321,7.1.10
Mali,blurred,256,518840,3200000,6.167604656541516,23238,26762,7.1.10
Mali,blurred,128,723391,3200000,4.423610467921221,12625,37375,7.1.10
Mali,blurred,64,843729,3200000,3.792686988357636,6337,43663,7.1.10
Mali,blurred,32,903316,3200000,3.542503398589198,3263,46737,7.1.10
Mali,random,0,963216,3200000,3.3222039501004965,0,50000,7.1.10
Mali,random,1,963012,3200000,3.3229077103919784,3,49997,7.1.10
Mali,random,4,963005,3200000,3.3229318643205383,19,49981,7.1.10
Mali,random,8,962897,3200000,3.3233045694399297,25,49975,7.1.10
Mali,strided,0,962578,3196928,3.3212144885920933,0,49952,7.1.10
Mali,blurred,16,933979,3200000,3.426201231505205,1624,48376,7.1.10
Mali,blurred,0,965714,3200000,3.313610447813742,0,50000,7.1.10
Mali,random,16,962224,3200000,3.32562895957698,47,49953,7.1.10
Mali,blurred,8,949308,3200000,3.3708764700181604,843,49157,7.1.10
Mali,skew,0,963127,3200000,3.3225109461161404,0,50000,7.1.10
Mali,random,32,961021,3200000,3.3297919608416464,98,49902,7.1.10
Mali,blurred,4,957918,3200000,3.340578212331327,414,49586,7.1.10
Mali,blurred,1,963859,3200000,3.319987674545758,95,49905,7.1.10
Mali,skew,1,962771,3200000,3.323739497762189,8,49992,7.1.10
Mali,skew,8,961401,3200000,3.32847583890593,70,49930,7.1.10
Mali,skew,4,962042,3200000,3.326258105155492,39,49961,7.1.10
Mali,random,64,959797,3200000,3.3340383435247243,182,49818,7.1.10
Mali,skew,32,957612,3200000,3.3416456769547582,280,49720,7.1.10
Mali,skew,16,960307,3200000,3.332267701891166,141,49859,7.1.10
Mali,skew,64,951730,3200000,3.3622981307723827,576,49424,7.1.10
Mali,random,128,955639,3200000,3.348544795681214,403,49597,7.1.10
Mali,skew,128,941328,3200000,3.399452688117213,1124,48876,7.1.10
Mali,random,256,948037,3200000,3.375395686033351,774,49226,7.1.10
Mali,skew,256,921039,3200000,3.4743371344753045,2175,47825,7.1.10
Uncompressed,periodic,0,1703936,1703936,1.0,0,13312,7.1.04
Uncompressed,periodic,1,1124992,1703936,1.5146205484127888,4523,8789,7.1.04
Uncompressed,periodic,4,1124992,1703936,1.5146205484127888,4523,8789,7.1.04
Uncompressed,periodic,8,1124992,1703936,1.5146205484127888,4523,8789,7.1.04
Uncompressed,periodic,16,1124992,1703936,1.5146205484127888,4523,8789,7.1.04
Uncompressed,strided,0,6393856,6393856,1.0,0,49952,7.1.04
Uncompressed,periodic,32,1124992,1703936,1.5146205484127888,4523,8789,7.1.04
Uncompressed,random,0,6400000,6400000,1.0,0,50000,7.1.04
Uncompressed,periodic,64,1124992,1703936,1.5146205484127888,4523,8789,7.1.04
Uncompressed,skew,0,6400000,6400000,1.0,0,50000,7.1.04
Uncompressed,blurred,0,6400000,6400000,1.0,0,50000,7.1.04
Uncompressed,strided,1,3625088,6393856,1.763779527559055,21631,28321,7.1.04
Uncompressed,strided,4,3625088,6393856,1.763779527559055,21631,28321,7.1.04
Uncompressed,random,1,6399488,6400000,1.000080006400512,4,49996,7.1.04
Uncompressed,strided,8,3625088,6393856,1.763779527559055,21631,28321,7.1.04
Uncompressed,skew,1,6398592,6400000,1.0002200484106505,11,49989,7.1.04
Uncompressed,random,4,6398720,6400000,1.0002000400080016,10,49990,7.1.04
Uncompressed,strided,16,3625088,6393856,1.763779527559055,21631,28321,7.1.04
Uncompressed,blurred,1,6386176,6400000,1.0021646756995108,108,49892,7.1.04
Uncompressed,periodic,128,1124992,1703936,1.5146205484127888,4523,8789,7.1.04
Uncompressed,random,8,6397568,6400000,1.0003801444548928,19,49981,7.1.04
Uncompressed,blurred,4,6350464,6400000,1.0078003749017397,387,49613,7.1.04
Uncompressed,skew,4,6395392,6400000,1.0007205187735169,36,49964,7.1.04
Uncompressed,blurred,8,6297216,6400000,1.0163221334634225,803,49197,7.1.04
Uncompressed,skew,8,6389248,6400000,1.0016828271496114,84,49916,7.1.04
Uncompressed,strided,32,3625088,6393856,1.763779527559055,21631,28321,7.1.04
Uncompressed,random,16,6391808,6400000,1.0012816404998397,64,49936,7.1.04
Uncompressed,blurred,16,6194176,6400000,1.033228632831873,1608,48392,7.1.04
Uncompressed,skew,16,6381184,6400000,1.002948669087116,147,49853,7.1.04
Uncompressed,periodic,256,1124992,1703936,1.5146205484127888,4523,8789,7.1.04
Uncompressed,strided,64,3625088,6393856,1.763779527559055,21631,28321,7.1.04
Uncompressed,random,32,6386304,6400000,1.0021445894213616,107,49893,7.1.04
Uncompressed,skew,32,6361728,6400000,1.0060159755336917,299,49701,7.1.04
Uncompressed,blurred,32,5979008,6400000,1.070411680332256,3289,46711,7.1.04
Uncompressed,strided,128,2080768,6393856,3.072834645669291,33696,16256,7.1.04
Uncompressed,blurred,64,5581184,6400000,1.146710088755361,6397,43603,7.1.04
Intel_8gen,periodic,0,1641088,1703936,1.0382965447313002,0,13312,7.1.04
Uncompressed,random,64,6375424,6400000,1.003854802441375,192,49808,7.1.04
Intel_8gen,periodic,1,1084736,1703936,1.5708301374712372,4523,8789,7.1.04
Intel_8gen,periodic,4,1084736,1703936,1.5708301374712372,4523,8789,7.1.04
Intel_8gen,periodic,8,1084736,1703936,1.5708301374712372,4523,8789,7.1.04
Intel_8gen,periodic,16,1084736,1703936,1.5708301374712372,4523,8789,7.1.04
Uncompressed,skew,64,6321024,6400000,1.0124941781584755,617,49383,7.1.04
Intel_8gen,random,0,6196608,6400000,1.0328231187126893,0,50000,7.1.04
Intel_8gen,periodic,32,1084736,1703936,1.5708301374712372,4523,8789,7.1.04
Intel_8gen,strided,0,6190016,6393856,1.032930447998842,0,49952,7.1.04
Intel_8gen,random,1,6201728,6400000,1.0319704443664734,6,49994,7.1.04
Intel_8gen,strided,1,3503168,6393856,1.8251639658731753,21631,28321,7.1.04
Intel_8gen,random,4,6193152,6400000,1.033399470899471,10,49990,7.1.04
Intel_8gen,strided,4,3503168,6393856,1.8251639658731753,21631,28321,7.1.04
Intel_8gen,periodic,64,1084736,1703936,1.5708301374712372,4523,8789,7.1.04
Uncompressed,strided,256,2080768,6393856,3.072834645669291,33696,16256,7.1.04
Intel_8gen,random,8,6197696,6400000,1.0326418075362198,29,49971,7.1.04
Intel_8gen,strided,8,3503168,6393856,1.8251639658731753,21631,28321,7.1.04
Intel_8gen,blurred,0,6293952,6400000,1.0168491910964683,0,50000,7.1.04
Intel_8gen,periodic,128,1084736,1703936,1.5708301374712372,4523,8789,7.1.04
Intel_8gen,strided,16,3503168,6393856,1.8251639658731753,21631,28321,7.1.04
Intel_8gen,random,16,6190784,6400000,1.0337947503902576,53,49947,7.1.04
Uncompressed,blurred,128,4834816,6400000,1.3237318648734513,12228,37772,7.1.04
Intel_8gen,skew,0,6205568,6400000,1.0313318619665437,0,50000,7.1.04
Intel_8gen,blurred,1,6270784,6400000,1.020606035864096,102,49898,7.1.04
Intel_8gen,blurred,4,6241024,6400000,1.0254727429344928,404,49596,7.1.04
Intel_8gen,strided,32,3503168,6393856,1.8251639658731753,21631,28321,7.1.04
Intel_8gen,skew,1,6204224,6400000,1.0315552758894586,12,49988,7.1.04
Intel_8gen,blurred,8,6188736,6400000,1.0341368576717442,805,49195,7.1.04
Intel_8gen,random,32,6184640,6400000,1.034821751953226,103,49897,7.1.04
Intel_8gen,periodic,256,1084736,1703936,1.5708301374712372,4523,8789,7.1.04
Intel_8gen,skew,4,6204672,6400000,1.031480793827619,34,49966,7.1.04
Intel_8gen,blurred,16,6087296,6400000,1.051369935025338,1621,48379,7.1.04
Intel_8gen,skew,8,6197568,6400000,1.0326631349587452,58,49942,7.1.04
Uncompressed,random,128,6342656,6400000,1.009041007426542,448,49552,7.1.04
Intel_8gen,strided,64,3503168,6393856,1.8251639658731753,21631,28321,7.1.04
Uncompressed,skew,128,6254720,6400000,1.0232272587741738,1135,48865,7.1.04
Intel_8gen,skew,16,6185152,6400000,1.0347360905601026,163,49837,7.1.04
Intel_8gen,strided,128,2010496,6393856,3.1802381103966386,33696,16256,7.1.04
Intel_8gen,blurred,32,5884736,6400000,1.0875594079326585,3207,46793,7.1.04
Uncompressed,blurred,256,3420928,6400000,1.8708373868143384,23274,26726,7.1.04
Intel_8gen,random,64,6174272,6400000,1.0365594518673618,187,49813,7.1.04
Intel_8gen,skew,32,6166976,6400000,1.037785780259239,286,49714,7.1.04
Intel_11gen,random,0,6199104,6400000,1.0324072640175097,0,50000,7.1.04
Intel_11gen,periodic,0,1641024,1703936,1.0383370383370385,0,13312,7.1.04
Intel_11gen,random,1,6196096,6400000,1.0329084636519512,3,49997,7.1.04
Intel_11gen,periodic,1,1084672,1703936,1.5709228227519472,4523,8789,7.1.04
Intel_11gen,random,4,6187712,6400000,1.034307996235119,12,49988,7.1.04
Intel_11gen,periodic,4,1084672,1703936,1.5709228227519472,4523,8789,7.1.04
Intel_11gen,periodic,8,1084672,1703936,1.5709228227519472,4523,8789,7.1.04
Intel_8gen,blurred,64,5474304,6400000,1.1690983913206134,6489,43511,7.1.04
Intel_11gen,periodic,16,1084672,1703936,1.5709228227519472,4523,8789,7.1.04
Intel_11gen,random,8,6193792,6400000,1.0332926904875075,31,49969,7.1.04
Intel_11gen,periodic,32,1084672,1703936,1.5709228227519472,4523,8789,7.1.04
Intel_11gen,random,16,6184192,6400000,1.034896717307613,51,49949,7.1.04
Intel_8gen,skew,64,6132672,6400000,1.0435907871805308,583,49417,7.1.04
Intel_8gen,strided,256,2010496,6393856,3.1802381103966386,33696,16256,7.1.04
Intel_11gen,periodic,64,1084672,1703936,1.5709228227519472,4523,8789,7.1.04
Intel_11gen,strided,0,6189440,6393856,1.033026574294282,0,49952,7.1.04
Intel_11gen,strided,1,3502592,6393856,1.8254641134337088,21631,28321,7.1.04
Intel_11gen,strided,4,3502592,6393856,1.8254641134337088,21631,28321,7.1.04
Intel_11gen,periodic,128,1084672,1703936,1.5709228227519472,4523,8789,7.1.04
Intel_11gen,random,32,6177536,6400000,1.036011769093697,107,49893,7.1.04
Intel_11gen,strided,8,3502592,6393856,1.8254641134337088,21631,28321,7.1.04
Intel_11gen,blurred,0,6292416,6400000,1.0170974074187085,0,50000,7.1.04
Intel_11gen,strided,16,3502592,6393856,1.8254641134337088,21631,28321,7.1.04
Intel_8gen,random,128,6138176,6400000,1.042655016734613,436,49564,7.1.04
Intel_8gen,blurred,128,4733248,6400000,1.3521370526116527,12417,37583,7.1.04
