Algorithm,Pattern,Cache Size,Bytes Sent,Total Bytes,Compression Ratio,Hits,Misses,Image
Uncompressed,random,1,6399360,6400000,1.000100010001,5,49995,5.2.10
Uncompressed,strided,8,3625088,6393856,1.763779527559055,21631,28321,5.2.10
Uncompressed,skew,0,6400000,6400000,1.0,0,50000,5.2.10
Uncompressed,random,4,6398720,6400000,1.0002000400080016,10,49990,5.2.10
Uncompressed,strided,16,3625088,6393856,1.763779527559055,21631,28321,5.2.10
Uncompressed,blurred,1,6385280,6400000,1.0023053021950483,115,49885,5.2.10
Uncompressed,random,8,6395648,6400000,1.000680462714646,34,49966,5.2.10
Uncompressed,skew,1,6398208,6400000,1.000280078421958,14,49986,5.2.10
Uncompressed,periodic,128,1124992,1703936,1.5146205484127888,4523,8789,5.2.10
Uncompressed,blurred,4,6345344,6400000,1.008613559800698,427,49573,5.2.10
Uncompressed,skew,4,6396160,6400000,1.0006003602161295,30,49970,5.2.10
Uncompressed,strided,32,3625088,6393856,1.763779527559055,21631,28321,5.2.10
Uncompressed,random,16,6393216,6400000,1.0010611247922798,53,49947,5.2.10
Uncompressed,blurred,8,6297344,6400000,1.0163014756697426,802,49198,5.2.10
Uncompressed,skew,8,6390272,6400000,1.001522313917154,76,49924,5.2.10
Uncompressed,blurred,16,6193664,6400000,1.033314044804497,1612,48388,5.2.10
Uncompressed,skew,16,6382080,6400000,1.0028078620136385,140,49860,5.2.10
Uncompressed,periodic,256,1124992,1703936,1.5146205484127888,4523,8789,5.2.10
Uncompressed,random,32,6387456,6400000,1.0019638491443228,98,49902,5.2.10
Uncompressed,strided,64,3625088,6393856,1.763779527559055,21631,28321,5.2.10
Uncompressed,strided,128,2080768,6393856,3.072834645669291,33696,16256,5.2.10
Uncompressed,blurred,32,5981696,6400000,1.0699306684926817,3268,46732,5.2.10
Uncompressed,skew,32,6356608,6400000,1.0068262821932703,339,49661,5.2.10
Intel_8gen,periodic,0,1666816,1703936,1.0222700046075872,0,13312,5.2.10
Intel_8gen,periodic,1,1101824,1703936,1.546468401486989,4523,8789,5.2.10
Intel_8gen,periodic,4,1101824,1703936,1.546468401486989,4523,8789,5.2.10
Uncompressed,random,64,6375296,6400000,1.0038749573353145,193,49807,5.2.10
Intel_8gen,periodic,8,1101824,1703936,1.546468401486989,4523,8789,5.2.10
Uncompressed,blurred,64,5575040,6400000,1.1479738261967627,6445,43555,5.2.10
Intel_8gen,periodic,16,1101824,1703936,1.546468401486989,4523,8789,5.2.10
Intel_8gen,random,0,6285696,6400000,1.018184780173906,0,50000,5.2.10
Intel_8gen,periodic,32,1101824,1703936,1.546468401486989,4523,8789,5.2.10
Intel_8gen,strided,0,6277440,6393856,1.018545139419891,0,49952,5.2.10
Uncompressed,skew,64,6322048,6400000,1.0123301816120345,609,49391,5.2.10
Intel_8gen,periodic,64,1101824,1703936,1.546468401486989,4523,8789,5.2.10
Intel_8gen,strided,1,3558976,6393856,1.796543724936611,21631,28321,5.2.10
Intel_8gen,random,1,6285120,6400000,1.018278091746856,3,49997,5.2.10
Intel_8gen,skew,0,6260160,6400000,1.0223380872054388,0,50000,5.2.10
Intel_8gen,random,4,6283776,6400000,1.0184958852766235,18,49982,5.2.10
Intel_8gen,strided,4,3558976,6393856,1.796543724936611,21631,28321,5.2.10
Intel_8gen,blurred,0,6257472,6400000,1.0227772493428655,0,50000,5.2.10
Intel_8gen,strided,8,3558976,6393856,1.796543724936611,21631,28321,5.2.10
Intel_8gen,random,8,6286848,6400000,1.0179982083231534,25,49975,5.2.10
Intel_8gen,periodic,128,1101824,1703936,1.546468401486989,4523,8789,5.2.10
Uncompressed,strided,256,2080768,6393856,3.072834645669291,33696,16256,5.2.10
Intel_8gen,strided,16,3558976,6393856,1.796543724936611,21631,28321,5.2.10
Intel_8gen,skew,1,6254080,6400000,1.023331968890708,12,49988,5.2.10
Intel_8gen,blurred,1,6243392,6400000,1.025083800600699,121,49879,5.2.10
Intel_8gen,skew,4,6256128,6400000,1.022996971928963,38,49962,5.2.10
Intel_8gen,blurred,4,6210688,6400000,1.0304816471218647,400,49600,5.2.10
Intel_8gen,random,16,6278336,6400000,1.019378383062009,47,49953,5.2.10
Intel_8gen,skew,8,6251648,6400000,1.0237300628570258,75,49925,5.2.10
Intel_8gen,blurred,8,6158208,6400000,1.0392633701232563,786,49214,5.2.10
Intel_8gen,strided,32,3558976,6393856,1.796543724936611,21631,28321,5.2.10
Uncompressed,blurred,128,4803584,6400000,1.3323385205713068,12472,37528,5.2.10
Intel_8gen,blurred,16,6057408,6400000,1.0565575242744092,1597,48403,5.2.10
Intel_8gen,skew,16,6242304,6400000,1.025262467191601,157,49843,5.2.10
Intel_8gen,periodic,256,1101824,1703936,1.546468401486989,4523,8789,5.2.10
Intel_8gen,random,32,6278144,6400000,1.0194095579840157,100,49900,5.2.10
Intel_8gen,strided,64,3558976,6393856,1.796543724936611,21631,28321,5.2.10
Intel_8gen,blurred,32,5849280,6400000,1.0941517588489524,3231,46769,5.2.10
Intel_8gen,skew,32,6218176,6400000,1.0292407291141326,309,49691,5.2.10
Intel_8gen,strided,128,2041856,6393856,3.131394182547643,33696,16256,5.2.10
Uncompressed,random,128,6352256,6400000,1.0075160698813146,373,49627,5.2.10
Intel_11gen,random,0,6273792,6400000,1.0201167013506345,0,50000,5.2.10
Uncompressed,skew,128,6259072,6400000,1.022515797869077,1101,48899,5.2.10
Intel_11gen,random,1,6274432,6400000,1.0200126481568372,2,49998,5.2.10
Intel_8gen,random,64,6260928,6400000,1.0222126815705277,202,49798,5.2.10
Intel_11gen,random,4,6278400,6400000,1.019367991845056,6,49994,5.2.10
Intel_8gen,blurred,64,5454720,6400000,1.1732957878681216,6401,43599,5.2.10
Uncompressed,blurred,256,3432704,6400000,1.864419419792677,23182,26818,5.2.10
Intel_11gen,periodic,0,1664192,1703936,1.0238818597854094,0,13312,5.2.10
Intel_8gen,skew,64,6185920,6400000,1.0346076250581966,583,49417,5.2.10
Intel_11gen,periodic,1,1100288,1703936,1.5486272684969753,4523,8789,5.2.10
Intel_11gen,random,8,6274048,6400000,1.020075077525706,25,49975,5.2.10
Intel_11gen,periodic,4,1100288,1703936,1.5486272684969753,4523,8789,5.2.10
Intel_11gen,periodic,16,1100288,1703936,1.5486272684969753,4523,8789,5.2.10
Intel_11gen,periodic,8,1100288,1703936,1.5486272684969753,4523,8789,5.2.10
Intel_11gen,random,16,6266176,6400000,1.0213565657906831,54,49946,5.2.10
Intel_11gen,strided,0,6267904,6393856,1.0200947557588629,0,49952,5.2.10
Intel_11gen,periodic,32,1100288,1703936,1.5486272684969753,4523,8789,5.2.10
Intel_8gen,strided,256,2041856,6393856,3.131394182547643,33696,16256,5.2.10
Intel_11gen,periodic,64,1100288,1703936,1.5486272684969753,4523,8789,5.2.10
Intel_11gen,strided,1,3553408,6393856,1.7993588127228846,21631,28321,5.2.10
Intel_11gen,random,32,6263744,6400000,1.0217531240101767,85,49915,5.2.10
Intel_11gen,strided,8,3553408,6393856,1.7993588127228846,21631,28321,5.2.10
Intel_11gen,strided,4,3553408,6393856,1.7993588127228846,21631,28321,5.2.10
Intel_11gen,periodic,128,1100288,1703936,1.5486272684969753,4523,8789,5.2.10
Intel_11gen,blurred,0,6257088,6400000,1.0228400175928485,0,50000,5.2.10
Intel_8gen,blurred,128,4723264,6400000,1.3549951897670762,12205,37795,5.2.10
Intel_11gen,strided,16,3553408,6393856,1.7993588127228846,21631,28321,5.2.10
Intel_11gen,skew,0,6251456,6400000,1.023761504519907,0,50000,5.2.10
Intel_11gen,blurred,1,6243840,6400000,1.0250102501025011,103,49897,5.2.10
Intel_11gen,strided,32,3553408,6393856,1.7993588127228846,21631,28321,5.2.10
Intel_11gen,blurred,4,6200768,6400000,1.0321302135477413,394,49606,5.2.10
Intel_8gen,random,128,6241728,6400000,1.02535708060332,375,49625,5.2.10
Intel_11gen,periodic,256,1100288,1703936,1.5486272684969753,4523,8789,5.2.10
Intel_11gen,skew,1,6250816,6400000,1.0238663240127368,7,49993,5.2.10
Intel_11gen,blurred,8,6153792,6400000,1.0400091520805383,826,49174,5.2.10
Intel_11gen,skew,4,6244352,6400000,1.0249262053132175,39,49961,5.2.10
Intel_8gen,skew,128,6119296,6400000,1.0458719434392454,1162,48838,5.2.10
Intel_11gen,blurred,16,6043008,6400000,1.0590752155218064,1689,48311,5.2.10
Intel_11gen,random,64,6248640,6400000,1.0242228708967072,203,49797,5.2.10
Intel_11gen,skew,8,6244224,6400000,1.0249472152184165,67,49933,5.2.10
Intel_11gen,strided,64,3553408,6393856,1.7993588127228846,21631,28321,5.2.10
Intel_11gen,strided,128,2037824,6393856,3.1375898998147043,33696,16256,5.2.10
Intel_8gen,blurred,256,3366400,6400000,1.9011406844106464,22957,27043,5.2.10
Intel_11gen,skew,16,6239296,6400000,1.0257567520438202,130,49870,5.2.10
Intel_11gen,blurred,32,5859904,6400000,1.092168062821507,3155,46845,5.2.10
Uncompressed,random,256,6303104,6400000,1.015372743334078,757,49243,5.2.10
Intel_11gen,skew,32,6214784,6400000,1.029802483883591,308,49692,5.2.10
Uncompressed,skew,256,6107392,6400000,1.0479104665297396,2286,47714,5.2.10
Intel_11gen,blurred,64,5464448,6400000,1.1712070459815886,6284,43716,5.2.10
Intel_11gen,strided,256,2037824,6393856,3.1375898998147043,33696,16256,5.2.10
Intel_11gen,random,128,6226112,6400000,1.0279288262080732,398,49602,5.2.10
Intel_11gen,skew,64,6183936,6400000,1.0349395595297235,549,49451,5.2.10
Intel_11gen,blurred,128,4693952,6400000,1.3634566352617157,12378,37622,5.2.10
Intel_8gen,random,256,6185728,6400000,1.034639738443074,837,49163,5.2.10
Intel_8gen,skew,256,5976640,6400000,1.070835787332013,2254,47746,5.2.10
Intel_11gen,blurred,256,3301184,6400000,1.9386983579224908,23441,26559,5.2.10
Intel_11gen,skew,128,6112512,6400000,1.0470327093018386,1131,48869,5.2.10
Intel_11gen,random,256,6171840,6400000,1.036967905843314,829,49171,5.2.10
Intel_11gen,skew,256,5970688,6400000,1.0719032714487844,2255,47745,5.2.10
Mali,periodic,1,183432,851968,4.644598543329408,4523,8789,5.2.10
Mali,periodic,8,183432,851968,4.644598543329408,4523,8789,5.2.10
Mali,periodic,16,183432,851968,4.644598543329408,4523,8789,5.2.10
Mali,periodic,32,183432,851968,4.644598543329408,4523,8789,5.2.10
Mali,periodic,4,183432,851968,4.644598543329408,4523,8789,5.2.10
Mali,periodic,64,183432,851968,4.644598543329408,4523,8789,5.2.10
Mali,periodic,128,183432,851968,4.644598543329408,4523,8789,5.2.10
Mali,periodic,256,183432,851968,4.644598543329408,4523,8789,5.2.10
Mali,periodic,0,277784,851968,3.067016098839386,0,13312,5.2.10
Mali,strided,128,339626,3196928,9.41308380394905,33696,16256,5.2.10
Mali,strided,256,339626,3196928,9.41308380394905,33696,16256,5.2.10
Mali,strided,4,592312,3196928,5.397371655478869,21631,28321,5.2.10
Mali,strided,16,592312,3196928,5.397371655478869,21631,28321,5.2.10
Mali,strided,1,592312,3196928,5.397371655478869,21631,28321,5.2.10
Mali,strided,8,592312,3196928,5.397371655478869,21631,28321,5.2.10
Mali,strided,32,592312,3196928,5.397371655478869,21631,28321,5.2.10
Mali,strided,64,592312,3196928,5.397371655478869,21631,28321,5.2.10
Mali,blurred,256,551513,3200000,5.802220437233574,23126,26874,5.2.10
Mali,blurred,128,775088,3200000,4.128563466341887,12489,37511,5.2.10
Mali,blurred,64,902626,3200000,3.545211416467064,6411,43589,5.2.10
Mali,random,0,1045739,3200000,3.0600369690716325,0,50000,5.2.10
Mali,blurred,32,971979,3200000,3.2922521988643787,3170,46830,5.2.10
Mali,random,1,1045380,3200000,3.0610878340890393,2,49998,5.2.10
Mali,random,8,1045165,3200000,3.0617175278544537,29,49971,5.2.10
Mali,random,4,1044644,3200000,3.063244512006004,13,49987,5.2.10
Mali,blurred,16,1004483,3200000,3.185718424303846,1645,48355,5.2.10
Mali,random,16,1045700,3200000,3.0601510949603137,44,49956,5.2.10
Mali,blurred,0,1039976,3200000,3.076994084478873,0,50000,5.2.10
Mali,blurred,8,1021534,3200000,3.1325438017726284,809,49191,5.2.10
Mali,strided,0,1044368,3196928,3.0611125580255236,0,49952,5.2.10
Mali,blurred,1,1036468,3200000,3.0874083908041543,112,49888,5.2.10
Mali,skew,0,1019586,3200000,3.1385287754049194,0,50000,5.2.10
Mali,random,32,1043353,3200000,3.0670348386404216,103,49897,5.2.10
Mali,skew,1,1019660,3200000,3.1383010022948827,11,49989,5.2.10
Mali,random,64,1041810,3200000,3.0715773509565083,196,49804,5.2.10
Mali,skew,8,1018695,3200000,3.1412738847250647,73,49927,5.2.10
Mali,blurred,4,1030530,3200000,3.105198296022435,424,49576,5.2.10
Mali,skew,16,1016815,3200000,3.1470818192099843,153,49847,5.2.10
Mali,skew,4,1019158,3200000,3.139846814723527,40,49960,5.2.10
Mali,skew,32,1013693,3200000,3.156774289651798,302,49698,5.2.10
Mali,skew,64,1008130,3200000,3.1741938043704683,582,49418,5.2.10
Mali,random,128,1037965,3200000,3.082955590988135,370,49630,5.2.10
Mali,skew,128,997556,3200000,3.2078399608643524,1136,48864,5.2.10
Mali,skew,256,973554,3200000,3.286926046218289,2306,47694,5.2.10
Mali,random,256,1029126,3200000,3.1094346076185033,776,49224,5.2.10
Uncompressed,periodic,0,1703936,1703936,1.0,0,13312,1.5.07
Uncompressed,periodic,1,1124992,1703936,1.5146205484127888,4523,8789,1.5.07
Uncompressed,periodic,4,1124992,1703936,1.5146205484127888,4523,8789,1.5.07
Uncompressed,periodic,8,1124992,1703936,1.5146205484127888,4523,8789,1.5.07
Uncompressed,periodic,16,1124992,1703936,1.5146205484127888,4523,8789,1.5.07
Uncompressed,strided,0,6393856,6393856,1.0,0,49952,1.5.07
Uncompressed,periodic,32,1124992,1703936,1.5146205484127888,4523,8789,1.5.07
Uncompressed,random,0,6400000,6400000,1.0,0,50000,1.5.07
Uncompressed,strided,1,3625088,6393856,1.763779527559055,21631,28321,1.5.07
Uncompressed,periodic,64,1124992,1703936,1.5146205484127888,4523,8789,1.5.07
Uncompressed,blurred,0,6400000,6400000,1.0,0,50000,1.5.07
Uncompressed,strided,4,3625088,6393856,1.763779527559055,21631,28321,1.5.07
Uncompressed,skew,0,6400000,6400000,1.0,0,50000,1.5.07
Uncompressed,strided,8,3625088,6393856,1.763779527559055,21631,28321,1.5.07
Uncompressed,random,1,6399488,6400000,1.000080006400512,4,49996,1.5.07
Uncompressed,random,4,6398208,6400000,1.000280078421958,14,49986,1.5.07
Uncompressed,strided,16,3625088,6393856,1.763779527559055,21631,28321,1.5.07
Uncompressed,blurred,1,6385792,6400000,1.0022249393653913,111,49889,1.5.07
Uncompressed,skew,1,6399232,6400000,1.0001200144017282,6,49994,1.5.07
Uncompressed,periodic,128,1124992,1703936,1.5146205484127888,4523,8789,1.5.07
Uncompressed,random,8,6396800,6400000,1.0005002501250626,25,49975,1.5.07
Uncompressed,blurred,4,6348928,6400000,1.0080441926574062,399,49601,1.5.07
Uncompressed,skew,4,6393472,6400000,1.0010210414622915,51,49949,1.5.07
Uncompressed,blurred,8,6285312,6400000,1.0182469859889214,896,49104,1.5.07
Uncompressed,strided,32,3625088,6393856,1.763779527559055,21631,28321,1.5.07
Uncompressed,skew,8,6390272,6400000,1.001522313917154,76,49924,1.5.07
Uncompressed,random,16,6393216,6400000,1.0010611247922798,53,49947,1.5.07
Uncompressed,skew,16,6380672,6400000,1.0030291480270417,151,49849,1.5.07
Uncompressed,blurred,16,6206336,6400000,1.0312042403118362,1513,48487,1.5.07
Uncompressed,periodic,256,1124992,1703936,1.5146205484127888,4523,8789,1.5.07
Uncompressed,random,32,6388608,6400000,1.0017831740498089,89,49911,1.5.07
Uncompressed,strided,64,3625088,6393856,1.763779527559055,21631,28321,1.5.07
Uncompressed,blurred,32,5983360,6400000,1.0696331158412664,3255,46745,1.5.07
Uncompressed,skew,32,6360448,6400000,1.006218429896762,309,49691,1.5.07
Uncompressed,strided,128,2080768,6393856,3.072834645669291,33696,16256,1.5.07
Intel_8gen,periodic,0,1703936,1703936,1.0,0,13312,1.5.07
Intel_8gen,periodic,1,1124992,1703936,1.5146205484127888,4523,8789,1.5.07
Intel_8gen,periodic,4,1124992,1703936,1.5146205484127888,4523,8789,1.5.07
Intel_8gen,periodic,8,1124992,1703936,1.5146205484127888,4523,8789,1.5.07
Intel_8gen,periodic,16,1124992,1703936,1.5146205484127888,4523,8789,1.5.07
Intel_8gen,random,0,6400000,6400000,1.0,0,50000,1.5.07
Intel_8gen,periodic,32,1124992,1703936,1.5146205484127888,4523,8789,1.5.07
Intel_8gen,strided,0,6393856,6393856,1.0,0,49952,1.5.07
Intel_8gen,periodic,64,1124992,1703936,1.5146205484127888,4523,8789,1.5.07
Intel_8gen,blurred,0,6400000,6400000,1.0,0,50000,1.5.07
Intel_8gen,strided,1,3625088,6393856,1.763779527559055,21631,28321,1.5.07
Intel_8gen,skew,0,6400000,6400000,1.0,0,50000,1.5.07
Intel_8gen,random,1,6399104,6400000,1.0001400196027443,7,49993,1.5.07
Intel_8gen,strided,4,3625088,6393856,1.763779527559055,21631,28321,1.5.07
Intel_8gen,strided,8,3625088,6393856,1.763779527559055,21631,28321,1.5.07
Uncompressed,blurred,64,5588864,6400000,1.1451343242562353,6337,43663,1.5.07
Intel_8gen,random,4,6397824,6400000,1.0003401156393177,17,49983,1.5.07
Uncompressed,random,64,6374656,6400000,1.0039757439460262,198,49802,1.5.07
Intel_8gen,periodic,128,1124992,1703936,1.5146205484127888,4523,8789,1.5.07
Intel_8gen,strided,16,3625088,6393856,1.763779527559055,21631,28321,1.5.07
Uncompressed,skew,64,6325376,6400000,1.0117975595442863,583,49417,1.5.07
Intel_8gen,blurred,1,6387200,6400000,1.002004008016032,100,49900,1.5.07
Intel_8gen,skew,1,6398720,6400000,1.0002000400080016,10,49990,1.5.07
Intel_8gen,blurred,4,6349184,6400000,1.0080035481724896,397,49603,1.5.07
Intel_8gen,random,8,6396800,6400000,1.0005002501250626,25,49975,1.5.07
Intel_8gen,skew,4,6395776,6400000,1.0006604358876858,33,49967,1.5.07
Intel_8gen,blurred,8,6300032,6400000,1.0158678559093033,781,49219,1.5.07
Intel_8gen,strided,32,3625088,6393856,1.763779527559055,21631,28321,1.5.07
Intel_8gen,random,16,6395648,6400000,1.000680462714646,34,49966,1.5.07
Intel_8gen,skew,8,6391936,6400000,1.0012615896028996,63,49937,1.5.07
Uncompressed,strided,256,2080768,6393856,3.072834645669291,33696,16256,1.5.07
Intel_8gen,blurred,16,6191360,6400000,1.0336985734959685,1630,48370,1.5.07
Intel_8gen,skew,16,6382208,6400000,1.0027877499448468,139,49861,1.5.07
Intel_8gen,periodic,256,1124992,1703936,1.5146205484127888,4523,8789,1.5.07
Intel_8gen,strided,64,3625088,6393856,1.763779527559055,21631,28321,1.5.07
Intel_8gen,random,32,6386688,6400000,1.0020843354176687,104,49896,1.5.07
Intel_8gen,blurred,32,5981696,6400000,1.0699306684926817,3268,46732,1.5.07
Intel_8gen,strided,128,2080768,6393856,3.072834645669291,33696,16256,1.5.07
Uncompressed,blurred,128,4814976,6400000,1.3291862721641812,12383,37617,1.5.07
Intel_8gen,skew,32,6364416,6400000,1.0055910864406097,278,49722,1.5.07
Intel_11gen,random,0,6400000,6400000,1.0,0,50000,1.5.07
Uncompressed,random,128,6344576,6400000,1.0087356507353682,433,49567,1.5.07
Intel_8gen,random,64,6373760,6400000,1.0041168792047397,205,49795,1.5.07
Intel_8gen,blurred,64,5582976,6400000,1.1463420226058647,6383,43617,1.5.07
Uncompressed,skew,128,6246528,6400000,1.0245691686645766,1199,48801,1.5.07
Intel_11gen,random,1,6399232,6400000,1.0001200144017282,6,49994,1.5.07
Intel_11gen,random,4,6399360,6400000,1.000100010001,5,49995,1.5.07
Intel_11gen,periodic,0,1703936,1703936,1.0,0,13312,1.5.07
Intel_8gen,skew,64,6322304,6400000,1.012289190776021,607,49393,1.5.07
Intel_11gen,periodic,1,1124992,1703936,1.5146205484127888,4523,8789,1.5.07
Intel_11gen,periodic,4,1124992,1703936,1.5146205484127888,4523,8789,1.5.07
Intel_11gen,periodic,8,1124992,1703936,1.5146205484127888,4523,8789,1.5.07
Intel_8gen,strided,256,2080768,6393856,3.072834645669291,33696,16256,1.5.07
Intel_11gen,periodic,16,1124992,1703936,1.5146205484127888,4523,8789,1.5.07
Intel_11gen,periodic,32,1124992,1703936,1.5146205484127888,4523,8789,1.5.07
Uncompressed,blurred,256,3410560,6400000,1.8765246762994936,23355,26645,1.5.07
Intel_11gen,random,8,6397696,6400000,1.0003601296466729,18,49982,1.5.07
Intel_11gen,strided,0,6393856,6393856,1.0,0,49952,1.5.07
Intel_11gen,strided,1,3625088,6393856,1.763779527559055,21631,28321,1.5.07
Intel_11gen,periodic,64,1124992,1703936,1.5146205484127888,4523,8789,1.5.07
Intel_11gen,random,16,6393856,6400000,1.0009609224855862,48,49952,1.5.07
Intel_11gen,strided,4,3625088,6393856,1.763779527559055,21631,28321,1.5.07
Intel_11gen,strided,8,3625088,6393856,1.763779527559055,21631,28321,1.5.07
Intel_11gen,periodic,128,1124992,1703936,1.5146205484127888,4523,8789,1.5.07
Intel_11gen,blurred,0,6400000,6400000,1.0,0,50000,1.5.07
Intel_11gen,strided,16,3625088,6393856,1.763779527559055,21631,28321,1.5.07
Intel_11gen,skew,0,6400000,6400000,1.0,0,50000,1.5.07
Intel_11gen,blurred,1,6385152,6400000,1.0023253949162056,116,49884,1.5.07
Intel_11gen,random,32,6388864,6400000,1.0017430328772063,87,49913,1.5.07
Intel_11gen,blurred,4,6354176,6400000,1.0072116353088112,358,49642,1.5.07
Intel_8gen,blurred,128,4815232,6400000,1.3291156064754512,12381,37619,1.5.07
Intel_11gen,strided,32,3625088,6393856,1.763779527559055,21631,28321,1.5.07
Intel_11gen,skew,1,6399104,6400000,1.0001400196027443,7,49993,1.5.07
Intel_11gen,blurred,8,6301184,6400000,1.0156821321199316,772,49228,1.5.07
Intel_8gen,random,128,6348928,6400000,1.0080441926574062,399,49601,1.5.07
Intel_11gen,skew,4,6395520,6400000,1.0007004903432404,35,49965,1.5.07
